X1,X2,X3,X4,X5,X6,X7,Y1
-0.89950,0.95172,-0.99419,-0.78807,1.66750,0.42758,0.63534,1.78217
1.38481,-0.52897,1.42261,-0.73480,0.98769,-0.22187,0.56097,0.25900
-0.99991,1.54115,-0.07141,2.36613,-1.39164,-2.10243,-1.95328,-1.44813
1.03338,-0.23425,1.25563,0.05782,-1.39164,-1.58772,-0.18926,-1.85284
0.06276,1.54115,0.03405,0.55474,-0.37192,-0.13877,-1.20696,-1.25682
-0.71541,1.24643,-0.36143,-0.46935,0.30788,-0.31303,0.26153,0.73729
1.72787,1.24643,-0.98540,-0.78807,1.66750,0.42758,0.63534,1.90726
-1.56052,0.95172,-1.16116,0.94559,-0.37192,-0.47519,-1.42551,-0.63872
-0.15480,-0.82368,1.50170,-0.70907,1.32760,0.64863,0.63665,0.46503
-1.13379,-0.23425,1.56322,-0.35154,-0.37192,0.53246,0.24718,0.20749
-0.84093,-0.23425,-0.04505,-0.70949,1.32760,0.64863,0.63404,0.67107
0.53133,0.65345,-0.60750,-0.65946,-1.05173,0.44936,-0.18926,5.85133
1.18399,-1.12195,-1.15238,-0.65384,0.64779,0.55021,0.76973,1.15671
-0.87440,-0.23425,-1.45997,-0.70626,0.64779,-0.26785,0.49117,1.20822
